,Title,URL,LCCN,Date,Description
0,Volunteer civilian defense,https://www.loc.gov/item/98518971/,98518971,1941,"1 print on board (poster) : silkscreen, color. | Poster encouraging voluntary participation in civilian defense, showing airplane flying over outline of Alabama."
1,"""Ah, Wilderness!"" Federal Theatre Playhouse, Tulane & Miro Streets",https://www.loc.gov/item/98516945/,98516945,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Ah, Wilderness!"" at the WPA Federal Theatre Playhouse, Tulane & Miro Streets, Los Angeles, Calif., showing a couple in Victorian dress."
2,"""The alarm clock"" by Avery Hopwood",https://www.loc.gov/item/98507320/,98507320,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Alarm Clock"" at the Mason Opera House, showing foot wrapped in bandages."
3,"""Alien corn"" by Sidney Howard",https://www.loc.gov/item/92500652/,92500652,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alien Corn"" at the Mayan Theatre, showing a ship on the horizon and stalks of corn."
4,"""Alien corn"" by Sidney Howard",https://www.loc.gov/item/98517009/,98517009,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alien Corn"" at the Mayan Theatre, showing a ship on the horizon and stalks of corn."
5,"""Alien corn"" by Sidney Howard",https://www.loc.gov/item/98519427/,98519427,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alien Corn"" at the Mayan Theatre, showing a ship on the horizon and stalks of corn."
6,"""Alison's house"" by Susan Glaspell A poetic romance.",https://www.loc.gov/item/98516951/,98516951,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alison's House"" at the Mayan Theatre, showing quill pen in ink well."
7,"""Alison's house"" by Susan Glaspell a poetic romance.",https://www.loc.gov/item/98507340/,98507340,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alison's House"" at the Mayan Theatre, showing a quill pen in a bottle of ink."
8,"""Alison's house"" by Susan Glaspell A poetic romance.",https://www.loc.gov/item/98517008/,98517008,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alison's House"" at the Mayan Theatre, showing quill pen in ink well."
9,"""Alison's house"" by Susan Glaspell A poetic romance.",https://www.loc.gov/item/98519423/,98519423,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Alison's House"" at the Mayan Theatre, showing quill pen in ink well."
10,"""The amazing Dr. Clitterhouse"" by Barre Lyndon",https://www.loc.gov/item/98507342/,98507342,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Amazing Dr. Clitterhouse"" at the Hollywood Playhouse, showing light from a suspended lamp."
11,"""The amazing Dr. Clitterhouse"" by Barre Lyndon",https://www.loc.gov/item/98516950/,98516950,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Amazing Dr. Clitterhouse"" at the Mason Opera House, showing bust portrait of Dr. Clitterhouse."
12,"""The amazing Dr. Clitterhouse"" by Barre Lyndon",https://www.loc.gov/item/98516923/,98516923,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Amazing Dr. Clitterhouse"" at the Hollywood Playhouse, showing light from a suspended lamp."
13,"""The amazing Dr. Clitterhouse"" by Barre Lyndon",https://www.loc.gov/item/98517011/,98517011,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Amazing Dr. Clitterhouse"" at the Hollywood Playhouse, showing light from a suspended lamp."
14,"""The amazing Dr. Clitterhouse"" by Barre Lyndon",https://www.loc.gov/item/98507346/,98507346,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Amazing Dr. Clitterhouse"" at the Mayan Theatre, showing light from a suspended lamp."
15,"""The amazing Dr. Clitterhouse"" by Barre Lyndon",https://www.loc.gov/item/98519438/,98519438,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Amazing Dr. Clitterhouse"" at the Hollywood Playhouse, showing light from a suspended lamp."
16,"""American Family Robinson"" A comedy in three acts by George Savage : A sizzling fun-filled comedy of family life and strife.",https://www.loc.gov/item/98519430/,98519430,1939,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""American Family Robinson"" at the Savoy Theatre, showing a man on a raft adrift at sea."
17,"University of California at Los Angeles presents festival of American dance featuring ""An American exodus""",https://www.loc.gov/item/98518972/,98518972,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a festival of American dance featuring ""An American Exodus"" with choreography and direction by Myra Kinch and music by Manuela Galea at the Royal Hall auditorium on the Westwood Campus, University of California at Los Angeles."
18,"Special performance festival of American dance featuring ""An American exodus""",https://www.loc.gov/item/98518973/,98518973,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a festival of American dance featuring ""An American Exodus"" with choreography and direction by Myra Kinch and music by Manuela Galea at Hollywood Playhouse, Vine near Hollywood Blvd."
19,Are you helping? with salvage,https://www.loc.gov/item/98518981/,98518981,1941,"1 print on board (poster) : silkscreen, color. | Poster encouraging citizen participation in salvage for the war effort, showing seaplanes and a man welding."
20,"""Art & Mrs. Bottle"" WPA Federal Theatre Playhouse, Tulane & S. Miro April 26 to May 7.",https://www.loc.gov/item/2001695222/,2001695222,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Art & Mrs. Bottle"" at the WPA Federal Theatre Playhouse, Tulane & S. Miro Streets, Los Angeles, Calif., showing a silhouette of an artist painting at an easel with palette in left hand."
21,"""Autumn crocus""",https://www.loc.gov/item/98516946/,98516946,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Autumn Crocus"" at the WPA Federal Theatre, Tulane and Miro, Los Angeles, Calif., showing a couple in costume."
22,"""Battle hymn"" [by] Michael Gold and Michael Blankfort epic drama of pre-civil war days.",https://www.loc.gov/item/98507348/,98507348,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Battle Hymn"" at the Columbia theater, showing a half-length portrait of a white man, facing left, reaching his hand toward the hand of an African American."
23,"""Battle hymn"" by Michael Gold & Michael Blankfort epic drama of pre-civil war days.",https://www.loc.gov/item/98507350/,98507350,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Battle Hymn"" at the Columbia theater, showing a half-length portrait of a white man, facing left, reaching his hand toward the hand of an African American."
24,"""Bird of paradise"" by Richard Walton Tully",https://www.loc.gov/item/98507359/,98507359,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Bird of Paradise"" at the Belasco Theatre, showing a woman wearing a bikini top and skirt, standing next to a palm tree."
25,"""Blind alley,"" by James Warwick",https://www.loc.gov/item/98518982/,98518982,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Blind Alley"" at the Mayan Theatre, showing two men talking."
26,"""Mary Stuart"" directed by Jerome Coray",https://www.loc.gov/item/98518983/,98518983,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Mary Stuart"" at the Bovard Auditorium, 3551 University Ave., Los Angeles, Calif., showing portrait of Mary Stuart."
27,"""Brothers"" by Herbert Ashton, Jr.",https://www.loc.gov/item/98507361/,98507361,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Brothers"" at the Mason Opera House, showing two raised fists."
28,"Caesar and Cleopatra, by G.B. Shaw ... Hollywood Playhouse",https://www.loc.gov/item/96518431/,96518431,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Caesar and Cleopatra"" at the Hollywood Playhouse, showing columns and trees."
29,"George Bernard Shaw's 3 act comedy ""Captain Brassbound's conversion""",https://www.loc.gov/item/98518984/,98518984,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Captain Brassbound's Conversion"" at the Hollywood Playhouse, Vine St. near Hollywood Bvld., Los Angeles, Calif., showing bust portrait of Bernard Shaw."
30,"""Carmen""",https://www.loc.gov/item/98517001/,98517001,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Music Project presentation of ""Carmen"" at the Philharmonic Auditorium, Los Angeles, Calif., showing a woman dancing."
31,"""Carmen""",https://www.loc.gov/item/98518985/,98518985,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Music Project presentation of ""Carmen"" at the Philharmonic Auditorium, Los Angeles, Calif., showing a woman dancing."
32,"""Carmen"" Municipal Auditorium, Long Beach.",https://www.loc.gov/item/2001695228/,2001695228,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Music Project presentation of ""Carmen"" at the Municipal Auditorium, Long Beach, Calif., showing a woman dancing."
33,"""The cat and the canary""",https://www.loc.gov/item/98518989/,98518989,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Cat and the Canary"" at the Pickering Park Playhouse, San Bernardino, Calif., showing a cat with a devilish face looking at a canary in a birdcage."
34,"Federal Mayan Theatre [presents] Censored, ""a modern play""  by Conrad Seiler Hilarious 3 act comedy.",https://www.loc.gov/item/98518996/,98518996,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Censored"" at the Mayan Theatre, Hill at 11th Street, Los Angeles, Calif., showing bust portraits of a man and a woman, and a play script."
35,"Columbia Theatre [presents] hilarious 3 act comedy ""Censored"" by Conrad Seiler It shocked Hollywood.",https://www.loc.gov/item/98518997/,98518997,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Censored"" at the Columbia Theatre, 135 O'Farrell, San Francisco, Calif., showing bust portraits of a man and a woman, and a play script."
36,"""Chalk dust"" modern, youthful, comedy, drama.",https://www.loc.gov/item/98507364/,98507364,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Chalk Dust"" at the Hollywood Playhouse, showing a girl writing on a chalkboard."
37,"Charles C. Stewart's ""Habit""",https://www.loc.gov/item/98516929/,98516929,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Habit"" by Charles C. Stewart, at the Mason Theatre, 127 S. Broadway, showing a clock."
38,"Charles Dicken's immortal play ""The cricket on the hearth""",https://www.loc.gov/item/98516941/,98516941,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Cricket on the Hearth"" at the Alcazar, 260 O'Farrell Street, San Francisco, California."
39,"Charles Dickens' ""The cricket on the hearth""",https://www.loc.gov/item/98519087/,98519087,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Cricket on the Hearth"" at the Alcazar, 260 O'Farrell Street, San Francisco, California."
40,"""The chocolate soldier""",https://www.loc.gov/item/98518998/,98518998,1936,"1 print (poster) : silkscreen, color. | Poster for the Federal Music Project presentation of ""The Chocolate Soldier"" at the Pasadena Civic Auditorium, Pasadena, Calif., showing a woman standing next to a soldier."
41,"""The chocolate soldier""",https://www.loc.gov/item/98519436/,98519436,1936,"1 print (poster) : silkscreen, color. | Poster for the Federal Music Project presentation of ""The Chocolate Soldier"" at the Pasadena Civic Auditorium, Pasadena, Calif., showing a woman standing next to a soldier."
42,"Los Angeles Federal Music Project presents ""The chocolate soldier""",https://www.loc.gov/item/98518999/,98518999,1936,"1 print (poster) : silkscreen, color. | Poster for the Federal Music Project presentation of ""The Chocolate Soldier"" at the Santa Ana High School Auditorium, Santa Ana, Calif., showing a woman and a soldier embracing."
43,"""The chocolate soldier""",https://www.loc.gov/item/98507266/,98507266,1936,"1 print (poster) : silkscreen, color. | Poster for the Federal Music Project presentation of ""The Chocolate Soldier"" at the Municipal Auditorium, Long Beach, California."
44,"""The chocolate soldier""",https://www.loc.gov/item/98519425/,98519425,1936,"1 print (poster) : silkscreen, color. | Poster for the Federal Music Project presentation of ""The Chocolate Soldier"" at the Savoy Theatre, San Diego, Calif., showing a woman and a soldier embracing."
45,"""The chocolate soldier""",https://www.loc.gov/item/98519437/,98519437,1936,"1 print (poster) : silkscreen, color. | Poster for the Federal Music Project presentation of ""The Chocolate Soldier"" at the Savoy Theatre, San Diego, Calif., showing a woman and a soldier embracing."
46,"""Class of 29"" Where do they go from here?",https://www.loc.gov/item/98519000/,98519000,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Class of 29"" at the Musart Theatre, 1320 S. Figueroa, Los Angeles, Calif., showing a man standing on a street corner with a street sign that reads ""College 1929"" in one direction and ""Industry 1936"" in the other."
47,Federal government sponsored classes in war training for industry,https://www.loc.gov/item/98519001/,98519001,1941,"1 print on board (poster) : silkscreen, color. | Poster for government sponsored classes in industry related occupations to aid the war effort, at the University of Southern California, War Training Office, showing an eagle sitting on mechanical gears."
48,"""Counsellor at law"" by Elmer Rice",https://www.loc.gov/item/98519006/,98519006,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Counsellor at Law"" at the Federal Theatre, Rainier & Atlantic Streets."
49,"""Counsellor at law"" Gripping drama by...Elmer Rice.",https://www.loc.gov/item/98519008/,98519008,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Counsellor at Law"" at the Mason Opera House, 127 S. Broadway."
50,"""Counsellor at law"" Gripping drama by Elmer Rice.",https://www.loc.gov/item/98516938/,98516938,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Counsellor at Law"" at the Mason Opera House, 127 S. Broadway."
51,"""Cradle snatchers"" Cradle snatching! at Pickering Park Playhouse.",https://www.loc.gov/item/98519010/,98519010,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Cradle Snatchers"" at the Pickering Park Playhouse, San Bernardino, Calif., showing an old woman holding a man in her arms next to a cradle."
52,"The Federal Theatre Project presents ""Day is darkness"" in 3 acts The famous anti-nazi play by George Fess : Directed by Adolph Freeman.",https://www.loc.gov/item/98519011/,98519011,1939,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Day is Darkness"" at the Ocean Park Municipal Auditorium, Boyle Heights, California, showing a man standing with his arms spread before a ring of fire; some text in Yiddish."
53,"The Federal Theatre Project presents ""Day is darkness"" in 3 acts The famous anti-nazi play by George Fess : Directed by Adolph Freeman.",https://www.loc.gov/item/98516933/,98516933,1939,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Day is Darkness"" at the Belasco Theatre, 1050 South Hill, showing a man standing with his arms spread before a ring of fire; some text in Yiddish."
54,"The Federal Theatre Project presents ""Day is darkness"" in 3 acts The famous anti-nazi play by George Fess : Directed by Adolph Freeman.",https://www.loc.gov/item/98516932/,98516932,1939,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Day is Darkness"" at the Ocean Park Municipal Auditorium, Boyle Heights, California, showing a man standing with his arms spread before a ring of fire; some text in Yiddish."
55,"""The devil passes"" Satan in a new role.",https://www.loc.gov/item/98507368/,98507368,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Devil Passes"" at the Musart Theatre, showing a hooded figure superimposed over the image of a man."
56,"""The devil passes"" Federal road show attraction : Direct from sensational Los Angeles run.",https://www.loc.gov/item/98519013/,98519013,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Devil Passes"" at the Lobero Theatre, Santa Barbara, Calif., showing a hooded figure looming over the image of a man."
57,"""The devil passes"" Direct from sensational Los Angeles run.",https://www.loc.gov/item/98519015/,98519015,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Devil Passes"" at the Lobero Theatre, Santa Barbara, Calif., showing a hooded figure looming over a man."
58,"""The devil passes""",https://www.loc.gov/item/98517012/,98517012,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Devil Passes"" at the Musart Theatre, 1320 S. Figueroa, Los Angeles, Calif., showing a hooded figure looming over the image of a man."
59,"""The devil passes"" by Benn W. Levy",https://www.loc.gov/item/98507382/,98507382,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Devil Passes"" at the Columbia theater."
60,The Devil passes Comedy drama by Benn W. Levy : opening Dec. 26.,https://www.loc.gov/item/2001695224/,2001695224,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Projects presentation of ""The Devil Passes"" at the Columbia, 135 O'Farrell St., San Francisco, Calif., showing the Devil holding playing cards in one hand and a bottle in the other."
61,"""Devil's disciple""",https://www.loc.gov/item/98517045/,98517045,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Devil's Disciple"" at the Federal Theatre Playhouse, Tulane & Miro, showing a cartoon drawing of a head in profile with a halo."
62,"""Dracula"" by Hamilton Deane and John L. Dalderston [i.e. Balderston] Two weeks only.",https://www.loc.gov/item/98519047/,98519047,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Dracula"" at the Mason Opera House, showing a large bat."
63,"""The Emperor Jones"" by Eugene O'Neill with Ralph Chesse's Marionettes",https://www.loc.gov/item/97514066/,97514066,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Emperor Jones"" at the Columbia theater, showing a woodcut design of a man in military uniform holding a handgun."
64,"""Enchanted April"" opens Apr. 13th to 18th, Federal Theatre, La Cadena & Mt. Vernon Aves.",https://www.loc.gov/item/98517675/,98517675,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Enchanted April"" at the Federal Theatre, La Cadena & Mt. Vernon Aves., showing a couple standing on cliff overlooking the ocean."
65,"""Enter madam"" [at] Federal Theatre, La Cadena and Mt. Vernon",https://www.loc.gov/item/98517691/,98517691,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Enter Madam"" at the Federal Theatre, La Cadena and Mt. Vernon Aves., showing a woman on a stage."
66,"""Excursion"" WPA Federal Theatre Playhouse, Tulane & Miro Sail in and see living actors in a live play.",https://www.loc.gov/item/98516939/,98516939,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Excursion"" at the WPA Federal Theatre Playhouse, Tulane & Miro, Los Angeles, Calif., showing a ship ""SS Happiness"" sailing towards Coney Island."
67,"The Federal Theatre presents Elmer Rice's ""Judgement day"" First time in San Diego.",https://www.loc.gov/item/98519052/,98519052,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Judgement Day"" at the Savoy Theatre, San Diego, Calif., showing a blindfolded Justice holding a scale and a sword."
68,"Federal Theatre, La Cadena and Mt. Vernon, presents Leslie Howard's ""Murray Hill"" Society farce-comedy.",https://www.loc.gov/item/98517696/,98517696,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Murray Hill"" at the Federal Theatre, La Cadena and Mt. Vernon Aves., showing a couple being driven in a  horse-drawn carriage."
69,"The Federal Theatre presents ""I want a policeman"" by Rufus King & Milton Lazarus Fastest moving comedy of the season : First time in San Diego.",https://www.loc.gov/item/98519422/,98519422,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""I Want a Policeman"" at the Savoy Theatre, showing a policeman running with gun drawn and carrying a baton."
70,"The Federal Theatre presents ""I want a policeman"" by Rufus King & Milton Lazarus Fastest moving comedy of the season : First time in San Diego.",https://www.loc.gov/item/98519400/,98519400,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""I Want a Policeman"" at the Savoy Theatre, showing a policeman running with gun drawn and carrying a baton."
71,"Federal Theatre Project presents ""Festival of American dance"" featuring ""An American exodus""",https://www.loc.gov/item/98519084/,98519084,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a ""Festival of American Dance"" featuring ""An American Exodus"" at the Alcazar, showing a man and a woman dancing."
72,"Federal Theatre Project presents ""Festival of American dance"" featuring ""An American exodus""",https://www.loc.gov/item/98519083/,98519083,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a ""Festival of American Dance"" featuring ""An American Exodus"" showing a man and a woman dancing."
73,"Now! Federal Theatres present ""Midsummer varieties"" A tuneful, sparkling vaudeville revue.",https://www.loc.gov/item/98517698/,98517698,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Midsummer Varieties"" at the Greek Open Air Theatre, Vermont Avenue at Griffith Park, Los Angeles, Calif."
74,"A Federal Theatre production festival of American dance featuring ""An American exodus""",https://www.loc.gov/item/98517699/,98517699,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a festival of American dance featuring ""An American Exodus"" with choreography and direction by Myra Kinch and music by Manuela Galea at the Belasco, a Federal Music Theatre, Hill at 11th St., Los Angeles, Calif."
75,"Festival of American dance featuring Myra Kinch with modern dance group of 23 artists Satires, ballet of 1840, divertissements, coronation, song of Judea, an American exodus.",https://www.loc.gov/item/98517701/,98517701,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a festival of American dance with choreography by Myra Kinch and music by Manuela Galea at the Laguna Beach High School auditorium."
76,Festival of modern dance - Myra Kinch & group Music by Manuel Galea.,https://www.loc.gov/item/2001695225/,2001695225,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Myra Kinch and Group"" in a concert of modern dance with music by Manuel Galea, showing a dancer flinging her skirt wide."
77,Festival of modern dance Myra Kinch & group.,https://www.loc.gov/item/98507383/,98507383,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a festival of modern dance at the Mormon Church Auditorium."
78,"Federal Music Project presents the comic opera ""Die fledermaus"" - ""The bat"" by Johann Strauss",https://www.loc.gov/item/98517704/,98517704,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Music Project presentation of ""Die Fledermaus"" at the San Bernardino High School auditorium, showing a bat."
79,"Try our jumbo malts - it's new, it's different, so is ...  ""Follow the parade""",https://www.loc.gov/item/98517705/,98517705,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Follow the Parade"" at the Greek Theatre, Vermont Ave at Griffith Park, Los Angeles, Calif., showing a jumbo malt."
80,"Try a Yankee Doodle cocktail - New! Novel! Different! - ""Follow the parade"" now at Greek Theatre.",https://www.loc.gov/item/98507259/,98507259,1936,"1 print (poster) : silkscreen, color. | Poster for presentation of ""Follow the Parade"" at the Greek Theatre, Los Angeles, Calif., showing a martini glass and a top hat with red, white, and blue stars and stripes."
81,"Federal Mayan Theatre, Hill at 11th St., [presents] ""Follow the parade"" A musical revue as modern as tomorrow.",https://www.loc.gov/item/98517706/,98517706,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Follow the Parade"" at the Mayan Theatre, Los Angeles, Calif., showing a man blowing a horn from which hangs a banner with the title of the play."
82,"""Follow the parade"" [at the] Amphitheatre Exposition grounds A musical revue as modern as tomorrow.",https://www.loc.gov/item/98517707/,98517707,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Follow the Parade"" at the Amphitheatre Exposition Grounds, showing a man blowing a horn from which hangs a banner with the title of the play."
83,"""It's new! - Red white blue malt - It's different - So is Follow the parade"" now at Hollywood Playhouse.",https://www.loc.gov/item/98507384/,98507384,1936,"1 print (poster) : silkscreen, color. | Poster for presentation of ""Follow the Parade"" at the Hollywood Playhouse, showing a malt with a straw."
84,"Try a Yankee Doodle cocktail - New! Novel! Different! - ""Follow the parade"" now at Hollywood Playhouse.",https://www.loc.gov/item/98507385/,98507385,1936,"1 print (poster) : silkscreen, color. | Poster for presentation of ""Follow the Parade"" at the Hollywood Playhouse, showing a martini glass and a top hat with red, white, and blue stars and stripes."
85,"""The fool"" by Channing Pollock",https://www.loc.gov/item/98517710/,98517710,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Fool"" at the Mason Theatre, 127 S. Broadway, Calif."
86,"Federal Road-show attraction ""The fool"" by Channing Pollock",https://www.loc.gov/item/98516977/,98516977,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The Fool"" at the Mason Theatre, 127 S. Broadway."
87,"Fort Marion National Monument, St. Augustine, Florida",https://www.loc.gov/item/2007676130/,2007676130,1938,Poster shows view of Fort Marion (Castillo de San Marcos).
88,"A sparkling musical revue ""Gaieties of 1936""",https://www.loc.gov/item/98517712/,98517712,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Gaieties of 1936"" at the Greek Open Air Theatre, Vermont Avenue at Griffith Park, showing orchestra and dancing girls."
89,"Gala puppet circus Clowns, cowboys, acrobats, animals, and novelty acts.",https://www.loc.gov/item/98517715/,98517715,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of a puppet circus, showing head of a clown."
90,"A sparkling musical revue ""Gaieties of 1936""",https://www.loc.gov/item/98516980/,98516980,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Gaieties of 1936"" at the Greek Open Air Theatre, Vermont Avenue at Griffith Park, showing orchestra and dancing girls."
91,"Federal Theatre [presents] ""Goodbye Hollywood!"" The best of friends must part!",https://www.loc.gov/item/98519053/,98519053,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Goodbye Hollywood"" showing two men prepared for travel."
92,"Grand Canyon National Park, a free government service",https://www.loc.gov/item/2007676131/,2007676131,1938,Poster shows view of the Grand Canyon.
93,"""Green grow the lilacs""",https://www.loc.gov/item/98517720/,98517720,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Green Grow the Lilacs"" at the Mayan Theatre, Hill at 11th St., Los Angeles, Calif., showing a farm and a profile bust portrait of a woman."
94,"""Habit"" by Charles C. Stewart",https://www.loc.gov/item/98517724/,98517724,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Habit"" by Charles C. Stewart, at the Federal Theatre, La Cadena & Vernon Ave., Colton, Calif., showing a clock."
95,"""Habit"" by Charles C. Stewart",https://www.loc.gov/item/98517725/,98517725,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Habit"" by Charles C. Stewart, at the Mason Theatre, 127 S. Broadway, showing a clock."
96,"""Hansel and Gretel"" Adapted from the opera for children .... by Humperdinck : Limited return engagement by popular demand.",https://www.loc.gov/item/98517727/,98517727,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Hansel and Gretel"" at the Greek Open Air Theatre, Los Angeles, Calif., showing Hansel and Gretel standing next to a tree."
97,"Humperdinck's ""Hansel and Gretel""",https://www.loc.gov/item/98507386/,98507386,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Hansel and Gretel"" at the W.P.A. Theatre, showing a tree stump and a cottage in the woods."
98,"""Hansel and Gretel"" by Humperdinck",https://www.loc.gov/item/98517729/,98517729,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Hansel and Gretel"" at the W.P.A. Theatre, 614 S.W. 11th St., showing Hansel and Gretel sitting on a bench."
99,"""Hansel and Gretel,"" the gingerbread children by Humperdinck Music, animals, dancing, songs.",https://www.loc.gov/item/98517984/,98517984,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Hansel and Gretel"" at the Beaux Arts Theatre, 8th and Beacon Streets, Los Angeles, Calif., showing Hansel and Gretel talking to a witch."
100,"Federal Theatre, La Cadena and Mt. Vernon, presents ""Hell-bent fer heaven!""",https://www.loc.gov/item/98517730/,98517730,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Hell-bent fer Heaven"" at the Federal Theatre, La Cadena and Mt. Vernon, showing a man on a horse with mountains in the distance."
