,Title,URL,LCCN,Date,Description
179,"Yellowstone National Park, Ranger Naturalist Service",https://www.loc.gov/item/2007676133/,2007676133,1938,Poster shows Old Faithful erupting at Yellowstone National Park.
180,"Zion National Park, Ranger Naturalist Service",https://www.loc.gov/item/2007676134/,2007676134,1938,Poster shows view of a cliff at Zion National Park.
181,Let me do the talking! Serve in silence /,https://www.loc.gov/item/98518112/,98518112,1941,"1 print on board (poster) : silkscreen, color. | Poster encouraging citizens to be mindful of careless talk and to let the military speak for the nation, showing a large cannon."
182,Blackout means black,https://www.loc.gov/item/98518239/,98518239,1941,"1 print on board (poster) : silkscreen, color. | Poster reminding citizens of complete blackouts as a civil defense procedure."
183,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Apache devil dancer from an Indian painting, Arizona /",https://www.loc.gov/item/98518787/,98518787,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Apache devil dancer."
184,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 From an Indian painting on elkskin, Great Plains /",https://www.loc.gov/item/98518793/,98518793,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Native Americans during buffalo hunt."
185,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Pomo Indian basket, California /",https://www.loc.gov/item/98518794/,98518794,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Pomo Indian basket."
186,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Blanket design of the Haida Indians, Alaska /",https://www.loc.gov/item/98518795/,98518795,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Haida Indian blanket design."
187,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Eskimo mask, western Alaska/",https://www.loc.gov/item/98518800/,98518800,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Eskimo mask."
188,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Pueblo turtle dancers from an Indian painting, New Mexico /",https://www.loc.gov/item/98518803/,98518803,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Pueblo turtle dancers."
189,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Chippewa picture writing, Seneca mask, Eastern woodlands /",https://www.loc.gov/item/98518805/,98518805,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing Chippewa picture writing and a Seneca Indian mask."
190,"Indian court, Federal Building, Golden Gate International Exposition, San Francisco, 1939 Antelope hunt from a Navaho drawing, New Mexico /",https://www.loc.gov/item/98518807/,98518807,1939,"1 print (poster) : silkscreen, color. | Poster for the Indian Court exhibit at the Golden Gate International Exposition in San Francisco, showing antelope hunt from a Navajo drawing."
191,"American music festival - Bridgeport Symphony Orchestra - Frank Foti, conductor",https://www.loc.gov/item/98507599/,98507599,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project's American Music Festival presentation of the Bridgeport Symphony Orchestra, featuring the suite, ""Through the Looking Glass"" by Taylor, and piano soloist Rudolph Gruen. Poster shows a girl, Alice, kneeling before a large mirror."
192,"Bridgeport Symphony Orchestra - Frank Foti, conductor",https://www.loc.gov/item/98507291/,98507291,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of the Bridgport Symphony Orchestra at Pleasure Beach Park, Bridgeport, Conn., showing man in medieval costume blowing a horn."
193,"Bridgeport Symphony Orchestra - Frank Foti, conductor",https://www.loc.gov/item/98507598/,98507598,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of the Bridgeport Symphony Orchestra at Wilton Town Hall, showing black bears dancing on musical notes."
194,"""The first legion"" by Emmet Lavery a Jesuit play.",https://www.loc.gov/item/98507748/,98507748,1937,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""The First Legion"" at the Avery Memorial theater, showing a robed figure kneeling at the base of a stone cross."
195,The mad hopes by Romney Brent featuring for 1st time: a Surrealist setting!,https://www.loc.gov/item/98507718/,98507718,1938,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of The Mad Hopes at the Avery Memorial theater."
196,Bullseye! for binoculars loan your 6 x 30 or 7 x 50 Zeiss or Bausch & Lomb binoculars to your Navy ....,https://www.loc.gov/item/98507747/,98507747,1941,"1 print on board (poster) : silkscreen, color. | Poster features bullseye image and instructions for loaning binoculars to the U.S. Navy."
197,"No enemy sub will dare lift its eye if you lend your Zeiss or Bausch & Lomb binoculars to the Navy pack carefully, include your name and address : send to Naval Observatory Washington D.C.",https://www.loc.gov/item/98507616/,98507616,1941,"1 print on board (poster) : silkscreen, color. | Poster showing a periscope emerging from the sea, with a ship in flames and sinking in the distance."
198,Exhibition - Federal Art Project Works Progress Administration [at the] Phillips Memorial Gallery,https://www.loc.gov/item/98518258/,98518258,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition at the Phillips Memorial Gallery, Washington, D.C."
199,Be kind to books club Are you a member? /,https://www.loc.gov/item/2011645392/,2011645392,1936,"1 print on board (poster) : silkscreen, color ; 56 x 35.6 cm. | WPA poster shows a group of children holding a sign for the book club."
200,51st annual exhibition - American painting and sculpture,https://www.loc.gov/item/92500653/,92500653,1940,"1 print on board (poster) : silkscreen, color. | Poster for art exhibition at the Art Institute of Chicago, November 14 to January 5, showing part of an American flag."
201,Annual farm and home week,https://www.loc.gov/item/92500875/,92500875,1941,"1 print on board (poster) : silkscreen, color. | Poster for the annual farm and home week at the College of Agriculture, University of Illinois, Champaign-Urbana, January 6-10, 1941, showing a snow-covered barn, silo, and mailbox."
202,Art classes for children,https://www.loc.gov/item/98508315/,98508315,1940,"1 print on board (poster) : silkscreen, color."
203,Art for the public The Art Institute of Chicago.,https://www.loc.gov/item/98508342/,98508342,1936,"1 print on board (poster) : silkscreen, color."
204,Art - Free neighborhood classes for adults ... enroll now,https://www.loc.gov/item/98508349/,98508349,1936,"1 print on board (poster) : silkscreen, color. | Poster from the WPA Adult Education program of the Chicago Board of Education announcing free neighborhood art classes, showing men and women working at easels."
205,"Art week in Chicago by proclamation of ... Hon. Edward J. Kelly, Mayor : Art Dept. Chicago Board of Education, E.W. Robertson.",https://www.loc.gov/item/98508354/,98508354,1936,"1 print on board (poster) : silkscreen, color. | Poster for ""Art week in Chicago,"" showing an easel supporting an image of a woman wearing a headpiece ""I will"" with an eagle."
206,Bands on parade outstanding eastern Illinois high school bands.,https://www.loc.gov/item/98508363/,98508363,1940,"1 print on board (poster) : silkscreen, color. | Poster for a high school band parade at Eastern Illinois State Teachers College, Charleston, Saturday, November 9, 1940, showing a profile of a band member wearing a tall hat."
207,Behind the headlines,https://www.loc.gov/item/98518240/,98518240,1939,"1 print on board (poster) : silkscreen, color. | Poster depicting events behind newspaper headlines, showing images related to war."
208,"Book talks, 12:15 to 12:45 noon hour, every Thursday Nov. thru Apr.",https://www.loc.gov/item/92500870/,92500870,1940,"1 print on board (poster) : silkscreen, color. | Poster for book talks at the Chicago Public Library, showing the sun."
209,"Boys - are you interested in a job? Find out what an occupation has to offer you in pay, employment, security, and promotion : Free classes in occupations.",https://www.loc.gov/item/98518248/,98518248,1936,"1 print on board (poster) : silkscreen, color. | Poster for Illinois branch of the National Youth Administration promoting educational opportunities for young men seeking training for employment."
210,"Chicago will control syphilis You may have your blood test free and confidentially at one of the following stations : Chicago Board of Health, Herman N. Bundesen, Pres.",https://www.loc.gov/item/98508384/,98508384,1936,"1 print on board (poster) : silkscreen, color. | Chicago Board of Health poster announcing blood tests, showing a hypodermic needle."
211,"Curb service 10,000 current books - convenient, free, time saving : Chicago Public Library, Randolph St. corridor.",https://www.loc.gov/item/98508385/,98508385,1936,"1 print on board (poster) : silkscreen, color. | Poster for bookmobile service of the Chicago Public Library, showing a traffic light."
212,The curtain rises ... Contemporary plays and books on the Current Theatre.,https://www.loc.gov/item/98518251/,98518251,1936,"1 print on board (poster) : silkscreen, color. | Poster about contemporary works ""on the Current Theatre,"" showing a conductor standing before an open theatre curtain."
213,Democracy .. a challenge,https://www.loc.gov/item/98518254/,98518254,1936,"1 print on board (poster) : silkscreen, color. | Poster for democracy showing the hand and torch of the Statue of Liberty."
214,Diphtheria strikes unprotected children Protect your child with toxoid--Toxoid prevents diptheria : Chicago Department of Health.,https://www.loc.gov/item/98508392/,98508392,1936,"1 print on board (poster) : silkscreen, color. | Poster for the Chicago Department of Health, showing a flying disc ""Toxoid"" preventing a lightning bolt from striking a child."
215,"On stage America's greatest colored musical revue ""Dixie to Broadway""",https://www.loc.gov/item/98516900/,98516900,1937,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Dixie to Broadway"" at the Lincoln Theatre, Decatur, Illinois, showing chorus girl, band, and cotton plant."
216,Don't gamble with syphilis--Consult health authorities,https://www.loc.gov/item/98508386/,98508386,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a man rolling dice."
217,The enemy is syphilis Enlist employees in a campaign against it.,https://www.loc.gov/item/98507183/,98507183,1936,"1 print on board (poster) : silkscreen, color. | Poster showing man wearing gas mask and men marching."
218,Exhibition--Art by children,https://www.loc.gov/item/98508406/,98508406,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a child's hand on an artist's palette."
219,Federal Art Project Works Progress Administration exhibition Important new group of pictures.,https://www.loc.gov/item/98518247/,98518247,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of paintings at the Southern Illinois Gallery, Cairo, showing a bowl of fruit, palette, and brushes."
220,Federal Art Project Works Progress Administration exhibition of graphic arts,https://www.loc.gov/item/98518242/,98518242,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of graphic arts, showing a man inking a plate with a roller."
221,Federal Art Project - exhibition of paintings,https://www.loc.gov/item/98518245/,98518245,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of paintings, showing a hand holding a brush painting a bowl of fruit."
222,"Exhibition of paintings - Federal Art Project Works Progress Administration, Illinois",https://www.loc.gov/item/98518244/,98518244,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of paintings, showing a framed painting and an artist painting in the background."
223,Exhibition of posters - Federal Art Project Works Progress Administration,https://www.loc.gov/item/98518243/,98518243,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of posters, showing a man seated holding a sign."
224,"Federal Theatre Project presents ""Created equal"" by John Hunter Booth A dramatic chronicle based upon the Constitution.",https://www.loc.gov/item/98516893/,98516893,1938,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Created Equal"" at the Springfield Auditorium."
225,Find syphilis Help employees get blood tests.,https://www.loc.gov/item/98508158/,98508158,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting employer-sponsored blood tests for the detection of syphilis, showing a doctor drawing blood from a worker in an industrial setting."
226,Fire wrecks a forest,https://www.loc.gov/item/98508191/,98508191,1936,"1 print on board (poster) : silkscreen, color. | Poster for forest fire prevention showing a burning cigarette and a forest fire."
227,For greater knowledge on more subjects use your library more often,https://www.loc.gov/item/98508155/,98508155,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a mortarboard and a pair of glasses superimposed over a globe, promoting use of libraries."
228,"14th Illinois cattle feeders meeting Nov. 8, 1940, University of Illinois, Urbana, Ill.",https://www.loc.gov/item/98508190/,98508190,1940,"1 print on board (poster) : silkscreen, color. | Poster announcing annual cattle feeders meeting, showing head of a cow."
229,Free neighborhood classes for adults Enroll now : Classes in reading - writing - arithmetic - also art - music - psychology - language - social studies.,https://www.loc.gov/item/98508153/,98508153,1937,"1 print on board (poster) : silkscreen, color. | Poster from the Adult Education Program of the Chicago Board of Education announcing free education classes for adults, showing a man, wearing a suit, reading."
230,"Girls - are you interested in a job? Find out what an occupation has to offer you in pay, employment, security, and promotion : Free classes in occupations.",https://www.loc.gov/item/98517815/,98517815,1936,"1 print on board (poster) : silkscreen, color. | Poster for Illinois branch of the National Youth Administration promoting educational opportunities for young women seeking training for employment."
231,Good grades - Habits go together City of Chicago Municipal Tuberculosis Sanitarium : Get your test now.,https://www.loc.gov/item/98508118/,98508118,1939,"1 print on board (poster) : silkscreen, color. | City of Chicago Municipal Tuberculosis Sanitarium poster promoting tuberculosis testing and that good grades and good habits compliment each other."
232,Good grades and good health go together City of Chicago Municipal Tuberculosis Sanitarium :PGet your test now.,https://www.loc.gov/item/98508162/,98508162,1936,"1 print on board (poster) : silkscreen, color. | City of Chicago Municipal Tuberculosis Sanitarium poster promoting tuberculosis testing and that good grades and good health compliment each other, showing a girl roller skating."
233,"Half a century of American art The Art Institute of Chicago - Nov. 16, 1939 to Jan. 7, 1940.",https://www.loc.gov/item/98508151/,98508151,1939,"1 print on board (poster) : silkscreen, color. | Poster for art exhibit at the Art Institute of Chicago."
234,The Hyde Park Golden Jubilee Committee present the Gay 90's Art Ball staged by Nick John Matsoukas.,https://www.loc.gov/item/98508150/,98508150,1939,"1 print on board (poster) : silkscreen, color. | Poster advertising a ""gay 90's art ball"" sponsored by the Hyde Park Golden Jubilee Committee."
235,What of teaching? Illinois state teachers colleges exhibit.,https://www.loc.gov/item/98507743/,98507743,1940,"1 print on board (poster) : silkscreen, color. | Poster for Illinois State Teachers Colleges exhibit at the 1940 Illinois State Fair."
236,Illinois symphony orchestra,https://www.loc.gov/item/98507726/,98507726,1937,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of the Illinois Symphony Orchestra at the Great Northern Theatre, showing a large musical note."
237,In March read the books you've always meant to read,https://www.loc.gov/item/98507722/,98507722,1936,"1 print on board (poster) : silkscreen, color. | Poster for statewide Library Project showing a windblown woman and books by authors such as Scott, Dumas, Thackeray, Dickens, Austen, and others."
238,Index of American Design,https://www.loc.gov/item/98517902/,98517902,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition of ""Index of American Design,"" showing woven fabric."
239,Is your child vaccinated Vaccination prevents smallpox - Chicago Department of Health.,https://www.loc.gov/item/98507705/,98507705,1936,"1 print on board (poster) : silkscreen, color. | Poster for Chicago Department of Health showing large red question mark."
240,"Works Progress Administration, Illinois, District 6--March of leisure time May 1st 1937, State Armory - Springfield.",https://www.loc.gov/item/98508414/,98508414,1937,"1 print on board (poster) : silkscreen, color. | Poster showing a map in the center of a clock, surrounded by vignettes of people involved in leisure activities."
241,March on to health Get your test now : City of Chicago Municipal Tuburculosis Sanitarium.,https://www.loc.gov/item/98508416/,98508416,1936,"1 print on board (poster) : silkscreen, color. | Poster showing boys and girls marching."
242,"Du Page County centennial music festival, Wheaton - Aug. 5",https://www.loc.gov/item/98508417/,98508417,1936,"1 print on board (poster) : silkscreen, color. | Poster showing the silhouette of an orchestra and a large musical note."
243,"National art week, November 25th - December 1st A work of American art in every American home.",https://www.loc.gov/item/98508419/,98508419,1936,"1 print on board (poster) : silkscreen, color."
244,"National exhibition ""Index of American Design""",https://www.loc.gov/item/98517809/,98517809,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition ""Index of American Design"" at Marshall Field and Co., 4th floor, showing an 18th century sailor using a sextant."
245,"National letter writing week, Oct. 1-7 That letter will be appreciated.",https://www.loc.gov/item/98508422/,98508422,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a mail carrier holding a letter."
246,"New Trier evening school Classes for adults, Wednesday evenings 7:30 - 9:30.",https://www.loc.gov/item/98509522/,98509522,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a woman wearing an apron with her hand in a bowl of food."
247,Passports to adventure,https://www.loc.gov/item/98517816/,98517816,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting reading as an avenue to adventure, showing a knight in armor and fleur-de-lis."
248,"Pet show - WPA recreation project, Dist. No. 2",https://www.loc.gov/item/98509537/,98509537,1936,"1 print on board (poster) : silkscreen, color. | Poster showing two dogs."
249,Picasso--40 years of his art,https://www.loc.gov/item/98509542/,98509542,1936,"1 print (poster) : silkscreen, color. | Poster for art exhibition Feb. 1 to Mar. 3 at the Art Institute of Chicago."
250,Picasso--40 years of his art,https://www.loc.gov/item/98509549/,98509549,1936,"1 print on board (poster) : silkscreen, color. | Poster for art exhibition Feb. 1 to Mar. 3 at the Art Institute of Chicago."
251,Poster show--at the Hull House ... in Benedict Art Gallery,https://www.loc.gov/item/98509552/,98509552,1936,"1 print on board (poster) : silkscreen, color. | Poster for Illinois Art Project poster show March 1 to 31."
252,Save your eyes - use your goggles,https://www.loc.gov/item/98517852/,98517852,1936,"1 print on board (poster) : silkscreen, color. | Poster for WPA Illinois Safety Division promoting safety and use of proper eye protection."
253,Send your magazine subscriptions to New Trier Help support the scholarship fund.,https://www.loc.gov/item/98509566/,98509566,1936,"1 print on board (poster) : silkscreen, color. | Poster for a fundraising drive by the New Trier girls' club, showing a clock tower."
254,"September. Back to work--back to school, back to books",https://www.loc.gov/item/98509570/,98509570,1936,"1 print on board (poster) : silkscreen, color. | Poster for WPA Statewide Library Project, showing a boy holding a book in his raised hand."
255,Stop syphilis Support local and state efforts to reduce syphilis.,https://www.loc.gov/item/98509573/,98509573,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a house, city skyscrapers, and smokestacks."
256,Syphilis--Examination results are confidential ...,https://www.loc.gov/item/98509576/,98509576,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a stethoscope, a hand holding a pen, and a padlock."
257,Syphilis Menace to industry : Dont [sic] lose your pay.,https://www.loc.gov/item/98509577/,98509577,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a man directing a ladle of molten metal as it is being poured."
258,Take part in America's crusade against tuberculosis Cook County Public Health Unit.,https://www.loc.gov/item/98508942/,98508942,1940,"1 print on board (poster) : silkscreen, color. | Poster showing staff with wreath design."
259,To-day is another day Make it safe!,https://www.loc.gov/item/93509790/,93509790,1937,"1 print on board (poster) : silkscreen, color. | Poster for the Illinois WPA Safety Division promoting safety in the workplace, showing silhouettes of working class men."
260,"Federal W.P.A. Theatre Yiddish Unit presents ""The tailor becomes a storekeeper"" A comedy by David Pinski with music.",https://www.loc.gov/item/98516894/,98516894,1936,"1 print (poster) : silkscreen, color. | Poster for Federal Theatre Yiddish Unit presentation of ""The Tailor Becomes a Storekeeper"" at the Great Northern Theatre, 26 W. Jackson near State, Chicago, Illinois, showing a man and a sewing machine, with some text in Yiddish."
261,"Workers service program ... Rockford, Illinois",https://www.loc.gov/item/98508955/,98508955,1941,"1 print on board (poster) : silkscreen, color. | Poster showing factories and farm buildings."
262,"Your home is not complete without a sanitary unit, recommended by the State Department of Public Health",https://www.loc.gov/item/98508956/,98508956,1936,"1 print on board (poster) : silkscreen, color. | Poster showing an outhouse in a picturesque, small town setting."
263,"Hiking--WPA recreation project, Dist. No. 2",https://www.loc.gov/item/98508957/,98508957,1939,"1 print on board (poster) : silkscreen, color. | Poster shows a man walking in a park."
264,"Athletics--WPA recreation project, Dist. No. 2",https://www.loc.gov/item/98508970/,98508970,1939,"1 print on board (poster) : silkscreen, color. | Poster showing youths playing basketball, baseball, and volleyball."
265,"Doll and buggy parade--WPA recreation project, Dist. No. 2",https://www.loc.gov/item/98508975/,98508975,1939,"1 print on board (poster) : silkscreen, color. | Poster showing a little girl tending her doll in a baby carriage."
266,"Field day--WPA recreation project, Dist. No. 2",https://www.loc.gov/item/98508979/,98508979,1939,"1 print on board (poster) : silkscreen, color. | Poster showing woman holding tennis racket, with silhouettes of other games and events in background."
267,"Du Page County soap box derby ... Glen Ellyn, Ill.",https://www.loc.gov/item/98508990/,98508990,1939,"1 print on board (poster) : silkscreen, color. | Poster showing soap box derby contestants crossing the finish line."
268,"The drama of the heavens--Adler Planetarium, operated by Chicago Park District",https://www.loc.gov/item/98508993/,98508993,1939,"1 print on board (poster) : silkscreen, color. | Poster shows stars, planets, and constellations over a planetarium building."
269,"Sand modeling for younger children--WPA recreation project, Dist. No. 2",https://www.loc.gov/item/98509005/,98509005,1939,"1 print on board (poster) : silkscreen, color. | Poster showing children creating sand sculpture."
270,Careers ahead,https://www.loc.gov/item/98517916/,98517916,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting career opportunities in drafting and design, showing drafting tools and abstract design."
271,"Hull-House community workshop Register now : Free classes in painting, sculpture, pottery, weaving, poster art /",https://www.loc.gov/item/98509009/,98509009,1938,"1 print on board (poster) : silkscreen, color. | Poster for arts classes at Hull House, showing a budding plant, a sculpture of a bird, and an artist's palette."
272,"Elmhurst flag day, June 18, 1939, Du Page County centennial",https://www.loc.gov/item/98509015/,98509015,1939,"1 print on board (poster) : silkscreen, color. | Poster showing American flag."
273,"A young man's opportunity for work, play, study & health",https://www.loc.gov/item/92513367/,92513367,1941,"1 print on board (poster) : silkscreen, color. | Poster promoting the U.S. Civilian Conservation Corps showing a young man with pickaxe."
274,"""Out of the wilderness"" A folk festival of the New Salem years of Lincoln /",https://www.loc.gov/item/98509559/,98509559,1939,"1 print on board (poster) : silkscreen, color. | Poster showing a book and a stovepipe hat."
275,"""Out of the wilderness"" A folk festival of the New Salem years of Lincoln /",https://www.loc.gov/item/98509579/,98509579,1939,"1 print on board (poster) : silkscreen, color. | Poster showing a book and a stovepipe hat."
276,Art classes for children,https://www.loc.gov/item/98509582/,98509582,1940,"1 print on board (poster) : silkscreen, color. | Poster showing a boy and a girl painting."
277,Father & son banquet,https://www.loc.gov/item/98508193/,98508193,1939,"1 print on board (poster) : silkscreen, color. | Poster for a father and son banquet, sponsored by the Chicago Urban League, at the Savoy Ballroom."
278,"October's ""bright blue weather"" A good time to read!.",https://www.loc.gov/item/98509532/,98509532,1936,"1 print on board (poster) : silkscreen, color. | Poster for the WPA Statewide Library Project, showing a boy reading a book, surrounded by a bat, ghost, witch, and other images of Halloween."
279,Funny side up,https://www.loc.gov/item/98517851/,98517851,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting reading, showing a boy's smiling face and an open book."
280,Jobs for girls & women If you want a good job in household employment apply at - or write to Illinois State Employment Service.,https://www.loc.gov/item/96524664/,96524664,1936,"1 print on board (poster) : silkscreen, color. | Poster for Illinois State Employment Service promoting jobs for women as domestics offering ""good pay, good meals, good surroundings, [and] good working conditions,"" showing a woman washing dishes."
281,"Buckingham Fountain on Chicago's lake front, world's largest and most beautiful illuminated fountain ...",https://www.loc.gov/item/97502889/,97502889,1939,"1 print (poster) : silkscreen, color. | Poster showing fountain and Chicago skyline."
282,"Du Page County Centennial--Centennial of the photo, and art exhibit--Clarendon Hills",https://www.loc.gov/item/98509650/,98509650,1939,"1 print (poster) : silkscreen, color. | Poster for art and photography exhibit, showing abstract design of camera and face."
283,44th annual exhibition by artists of Chicago and vicinity--The Art Institute of Chicago,https://www.loc.gov/item/98509666/,98509666,1940,"1 print (poster) : silkscreen, color. | Poster for art exhibit at the Art Institute of Chicago showing city skyline in silhouette."
284,Outwitted by community sanitation Community sanitation planning keeps flies away from deadly disease germs... /,https://www.loc.gov/item/98509668/,98509668,1940,"1 print (poster) : silkscreen, color. | Poster promoting sanitary facilities showing a giant fly above an outhouse."
285,Strictly business,https://www.loc.gov/item/98517927/,98517927,1936,"1 print on board (poster) : silkscreen, color. | Poster promoting careers in business and finance, showing graph."
286,American concert orchestra--Federal Music Project--Works Progress Administration,https://www.loc.gov/item/98509669/,98509669,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of American Concert Orchestra, showing a cello."
287,"Big tent theatre - now playing - Abraham Lincoln, the great commoner",https://www.loc.gov/item/98509674/,98509674,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation showing a head-and-shoulders portrait of Lincoln."
288,"Colored concert band, Norman L. Black, conductor",https://www.loc.gov/item/98509681/,98509681,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Music Project presentation of an African American concert band, showing musicians in silhouette."
289,Brookfield Zoo,https://www.loc.gov/item/96524657/,96524657,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a black leopard."
290,"N.Y.A. of Illinois--Exposition of Youth ... pageants, handcraft, music, sports",https://www.loc.gov/item/98509684/,98509684,1936,"1 print on board (poster) : silkscreen, color. | Poster for National Youth Administration exposition showing a boxer."
291,"Federal Art Project, Works Progress Administration, announces the opening of the Southern Illinois Exhibition Project ...",https://www.loc.gov/item/98509686/,98509686,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Art Project exhibition, showing an eagle clutching paint brushes and a palette."
292,"Safety for you, for all",https://www.loc.gov/item/98517824/,98517824,1936,"1 print on board (poster) : silkscreen, color. | Poster for the WPA Illinois Safety Division promoting safety, showing a civil defense symbol."
293,Visit Brookside Zoo free,https://www.loc.gov/item/95514298/,95514298,1937,"1 print on board (poster) : silkscreen, color. | Text with leopard."
294,"Visit the Brookfield Zoo free Thursday, Saturday, Sunday",https://www.loc.gov/item/96501212/,96501212,1936,"1 print (poster) : silkscreen, color. | Poster for the Brookfield Zoo announcing days when entrance to the Zoo is free, showing a polar bear."
295,"Cavalcade of the American negro the story of the Negro's progress during 75 years, compiled by the Illinois Writers Project /",https://www.loc.gov/item/89710373/,89710373,1940,"1 print on board (poster) : silkscreen, color ; 56 x 36 cm. | Poster for a book about African American history, showing a man holding broken chain and lamp."
296,Wee Willie Winkie runs through the town ... to count the many children reading library books,https://www.loc.gov/item/98509697/,98509697,1940,"1 print on board (poster) : silkscreen, color. | Poster promoting the use of libraries by children, showing a child in pajamas and slippers running through a village at night."
297,"Ready to serve - trained, efficient workers--Household Service Demonstration Project, W.P.A.",https://www.loc.gov/item/98509717/,98509717,1939,"1 print on board (poster) : silkscreen, color. | Poster showing a maid carrying a tray."
298,"Training center for household employees--Household Service Demonstration Project, W.P.A.",https://www.loc.gov/item/98509724/,98509724,1936,"1 print on board (poster) : silkscreen, color. | Poster showing a maid carrying a tray."
299,For greater knowledge on more subjects use your library often!,https://www.loc.gov/item/98509756/,98509756,1940,"1 print on board (poster) : silkscreen, color. | Poster promoting library use, showing a man in a pose based on Rodin's ""Thinker."""
300,September - back to work - back to school - back to BOOKS,https://www.loc.gov/item/98509757/,98509757,1940,"1 print on board (poster) : silkscreen, color. | Poster promoting reading and library use, showing children near bookshelves."
301,"Doll & buggy parade--W.P.A recreation project, Dist. No. 2",https://www.loc.gov/item/98509759/,98509759,1939,"1 print on board (poster) : silkscreen, color. | Poster showing parade of girls pushing baby carriages."
302,Jobs - get the facts about occupations - free classes for young men and women 16 to 25 yrs.--National Youth Administration of Illinois,https://www.loc.gov/item/98509768/,98509768,1941,"1 print on board (poster) : silkscreen, color. | Poster shows a young woman holding books and a young man holding machine parts, with factories and city skyline below."
303,"Plains farms need trees Trees prevent wind erosion, save moisture ... protect crops, contribute to human comfort and happiness /",https://www.loc.gov/item/98517930/,98517930,1936,"1 print on board (poster) : silkscreen, color. | Poster encouraging planting trees as a method of soil conservation."
304,"[Du]Page County centennial--Police, firemen...exhibition",https://www.loc.gov/item/98509778/,98509778,1939,"1 print on board (poster) : silkscreen, color. | Poster shows abstract design of a policeman and a fireman in their characteristic hats."
305,Dedication ceremonies--Ida B. Wells Homes ... parade along South Parkway ... Chicago Housing Authority,https://www.loc.gov/item/98509947/,98509947,1940,"1 print on board (poster) : silkscreen, color. | Poster showing a trowel and a wreath."
306,"Duquoin High School auditorium - ""Leaning on Letty"", the famous comedy success--A stage production",https://www.loc.gov/item/98510007/,98510007,1936,"1 print on board (poster) : silkscreen, color. | Poster for Federal Theatre Project presentation of ""Leaning on Letty"" at the Du Quoin High School auditorium, showing an abstract face."
